State Postal,County Name,TOTAL VOTES CAST,Party1,First name1,Last name1,Votes1,Party2,First name2,Last name2,Votes2,Median Household Income
CT,Tolland,8086,GOP,Mitt,Romney,3840,Dem,Barack,Obama,4135,"75,048"
CT,Trumbull,18869,GOP,Mitt,Romney,9986,Dem,Barack,Obama,8703,"41,253"
CT,Vernon,12815,GOP,Mitt,Romney,5079,Dem,Barack,Obama,7546,"43,803"
CT,Warren,827,GOP,Mitt,Romney,407,Dem,Barack,Obama,404,"30,063"
CT,Weston,5425,GOP,Mitt,Romney,2514,Dem,Barack,Obama,2911,"53,665"
CT,Winchester,4680,GOP,Mitt,Romney,2389,Dem,Barack,Obama,2201,"42,305"
CT,Windham,7875,GOP,Mitt,Romney,1944,Dem,Barack,Obama,5818,"54,221"
CT,Windsor,15938,GOP,Mitt,Romney,4305,Dem,Barack,Obama,11461,"50,094"
CT,Woodbury,5554,GOP,Mitt,Romney,3058,Dem,Barack,Obama,2434,"43,163"
DC,District of Columbia,243348,Dem,Barack,Obama,222332,GOP,Mitt,Romney,17337,"65,231"
DE,Delaware,413844,Dem,Barack,Obama,242547,GOP,Mitt,Romney,165476,"58,326"
DE,New Castle,251960,Dem,Barack,Obama,167051,GOP,Mitt,Romney,81226,"62,086"
DE,Sussex,93215,Dem,Barack,Obama,39971,GOP,Mitt,Romney,52116,"48,684"
FL,Florida,8470205,GOP,Mitt,Romney,4162081,Dem,Barack,Obama,4235270,"45,006"
FL,Alachua,120318,GOP,Mitt,Romney,48765,Dem,Barack,Obama,69634,"41,297"
FL,Baker,11366,GOP,Mitt,Romney,8974,Dem,Barack,Obama,2310,"45,721"
FL,Bay,79834,GOP,Mitt,Romney,56863,Dem,Barack,Obama,22037,"66,178"
FL,Bradford,11631,GOP,Mitt,Romney,8216,Dem,Barack,Obama,3324,"38,680"
FL,Brevard,285504,GOP,Mitt,Romney,159270,Dem,Barack,Obama,122972,"46,332"
FL,Broward,755166,GOP,Mitt,Romney,243732,Dem,Barack,Obama,507430,"49,564"
FL,Charlotte,84664,GOP,Mitt,Romney,47988,Dem,Barack,Obama,35896,"44,454"
FL,Citrus,73923,GOP,Mitt,Romney,44657,Dem,Barack,Obama,28453,"38,937"
FL,Collier,149080,GOP,Mitt,Romney,96508,Dem,Barack,Obama,51678,"54,475"
FL,DeSoto,9863,GOP,Mitt,Romney,5587,Dem,Barack,Obama,4174,"33,602"
FL,Dixie,6941,GOP,Mitt,Romney,5052,Dem,Barack,Obama,1798,"31,913"
FL,Duval,411702,GOP,Mitt,Romney,211553,Dem,Barack,Obama,196657,"43,835"
FL,Flagler,50589,GOP,Mitt,Romney,26966,Dem,Barack,Obama,23204,"44,460"
FL,Gadsden,22495,GOP,Mitt,Romney,6628,Dem,Barack,Obama,15768,"35,854"
FL,Gilchrist,7908,GOP,Mitt,Romney,5917,Dem,Barack,Obama,1885,"38,016"
FL,Glades,3989,GOP,Mitt,Romney,2344,Dem,Barack,Obama,1603,"37,004"
FL,Gulf,7107,GOP,Mitt,Romney,4995,Dem,Barack,Obama,2013,"34,940"
FL,Hamilton,5404,GOP,Mitt,Romney,3137,Dem,Barack,Obama,2226,"32,232"
FL,Hardee,7222,GOP,Mitt,Romney,4694,Dem,Barack,Obama,2461,"34,012"
FL,Hendry,10185,GOP,Mitt,Romney,5355,Dem,Barack,Obama,4751,"36,515"
FL,Hernando,83593,GOP,Mitt,Romney,44906,Dem,Barack,Obama,37791,"37,093"
FL,Highlands,42440,GOP,Mitt,Romney,25912,Dem,Barack,Obama,16147,"34,722"
FL,Hillsborough,541503,GOP,Mitt,Romney,249904,Dem,Barack,Obama,286158,"46,534"
FL,Holmes,8274,GOP,Mitt,Romney,6919,Dem,Barack,Obama,1264,"36,272"
FL,Indian River,71445,GOP,Mitt,Romney,43441,Dem,Barack,Obama,27483,"42,638"
FL,Leon,148335,GOP,Mitt,Romney,55806,Dem,Barack,Obama,90863,"46,014"
FL,Levy,18396,GOP,Mitt,Romney,12052,Dem,Barack,Obama,6118,"32,815"
FL,Liberty,3284,GOP,Mitt,Romney,2301,Dem,Barack,Obama,942,"37,726"
FL,Manatee,153451,GOP,Mitt,Romney,85616,Dem,Barack,Obama,66476,"46,999"
FL,Martin,78860,GOP,Mitt,Romney,48180,Dem,Barack,Obama,30097,"47,120"
FL,Miami-Dade,877245,GOP,Mitt,Romney,332602,Dem,Barack,Obama,540776,"41,311"
FL,Nassau,40523,GOP,Mitt,Romney,29926,Dem,Barack,Obama,10249,"55,367"
FL,Okaloosa,94739,GOP,Mitt,Romney,70143,Dem,Barack,Obama,23390,"52,381"
FL,Okeechobee,12321,GOP,Mitt,Romney,7325,Dem,Barack,Obama,4856,"34,742"
FL,Osceola,108647,GOP,Mitt,Romney,40581,Dem,Barack,Obama,67201,"42,743"
FL,Palm Beach,600341,GOP,Mitt,Romney,247257,Dem,Barack,Obama,349418,"51,217"
FL,Pasco,213358,GOP,Mitt,Romney,112335,Dem,Barack,Obama,98148,"42,695"
FL,Pinellas,457484,GOP,Mitt,Romney,213192,Dem,Barack,Obama,238966,"44,819"
FL,St. Johns,114733,GOP,Mitt,Romney,78490,Dem,Barack,Obama,35155,"62,112"
FL,St. Lucie,123026,GOP,Mitt,Romney,56202,Dem,Barack,Obama,65869,"41,934"
FL,Santa Rosa,76816,GOP,Mitt,Romney,58169,Dem,Barack,Obama,17757,"59,854"
FL,Sarasota,207434,GOP,Mitt,Romney,110489,Dem,Barack,Obama,95089,"48,239"
FL,Seminole,208605,GOP,Mitt,Romney,109939,Dem,Barack,Obama,96435,"54,901"
FL,Suwannee,17627,GOP,Mitt,Romney,12672,Dem,Barack,Obama,4749,"34,434"
FL,Taylor,9117,GOP,Mitt,Romney,6249,Dem,Barack,Obama,2761,"36,257"
FL,Volusia,234483,GOP,Mitt,Romney,117473,Dem,Barack,Obama,114716,"40,114"
FL,Wakulla,14656,GOP,Mitt,Romney,9288,Dem,Barack,Obama,5173,"46,773"
FL,Walton,28480,GOP,Mitt,Romney,21483,Dem,Barack,Obama,6665,"40,239"
GA,Georgia,3877038,GOP,Mitt,Romney,2070221,Dem,Barack,Obama,1761761,"47,125"
GA,Appling,7079,GOP,Mitt,Romney,5231,Dem,Barack,Obama,1756,"35,757"
GA,Atkinson,2902,GOP,Mitt,Romney,1938,Dem,Barack,Obama,930,"28,693"
GA,Bacon,3929,GOP,Mitt,Romney,3092,Dem,Barack,Obama,791,"32,460"
GA,Banks,6191,GOP,Mitt,Romney,5353,Dem,Barack,Obama,779,"43,102"
GA,Barrow,25171,GOP,Mitt,Romney,18719,Dem,Barack,Obama,6019,"49,608"
GA,Bartow,35738,GOP,Mitt,Romney,26847,Dem,Barack,Obama,8383,"46,693"
GA,Ben Hill,5947,GOP,Mitt,Romney,3395,Dem,Barack,Obama,2508,"29,155"
GA,Berrien,6187,GOP,Mitt,Romney,4837,Dem,Barack,Obama,1268,"32,955"
GA,Bleckley,4903,GOP,Mitt,Romney,3586,Dem,Barack,Obama,1266,"40,922"
GA,Brantley,6001,GOP,Mitt,Romney,4963,Dem,Barack,Obama,939,"36,303"
GA,Brooks,6671,GOP,Mitt,Romney,3522,Dem,Barack,Obama,3101,"32,176"
GA,Bryan,13403,GOP,Mitt,Romney,9537,Dem,Barack,Obama,3695,"61,561"
GA,Bulloch,24032,GOP,Mitt,Romney,14159,Dem,Barack,Obama,9572,"35,078"
GA,Burke,9773,GOP,Mitt,Romney,4298,Dem,Barack,Obama,5403,"32,324"
GA,Butts,9372,GOP,Mitt,Romney,6306,Dem,Barack,Obama,2966,"42,815"
GA,Camden,17938,GOP,Mitt,Romney,11318,Dem,Barack,Obama,6358,"51,638"
GA,Candler,3526,GOP,Mitt,Romney,2344,Dem,Barack,Obama,1155,"31,703"
GA,Catoosa,23639,GOP,Mitt,Romney,17848,Dem,Barack,Obama,5357,"46,600"
GA,Charlton,3763,GOP,Mitt,Romney,2527,Dem,Barack,Obama,1197,"32,626"
GA,Chatham,108267,GOP,Mitt,Romney,47083,Dem,Barack,Obama,60077,"42,694"
GA,Chattahoochee,1483,GOP,Mitt,Romney,732,Dem,Barack,Obama,726,"43,020"
GA,Chattooga,7791,GOP,Mitt,Romney,5434,Dem,Barack,Obama,2220,"34,976"
GA,Clayton,96020,GOP,Mitt,Romney,14158,Dem,Barack,Obama,81439,"37,594"
GA,Clinch,2472,GOP,Mitt,Romney,1598,Dem,Barack,Obama,852,"31,347"
GA,Cobb,308989,GOP,Mitt,Romney,171464,Dem,Barack,Obama,132526,"62,596"
GA,Colquitt,13319,GOP,Mitt,Romney,9240,Dem,Barack,Obama,3971,"32,692"
GA,Cook,6027,GOP,Mitt,Romney,3934,Dem,Barack,Obama,2042,"32,107"
GA,Coweta,55512,GOP,Mitt,Romney,39633,Dem,Barack,Obama,15156,"61,153"
GA,Crisp,7386,GOP,Mitt,Romney,4179,Dem,Barack,Obama,3160,"29,175"
GA,Dade,5997,GOP,Mitt,Romney,4458,Dem,Barack,Obama,1404,"41,311"
GA,Dawson,10234,GOP,Mitt,Romney,8843,Dem,Barack,Obama,1241,"54,503"
GA,Decatur,10465,GOP,Mitt,Romney,5816,Dem,Barack,Obama,4580,"30,331"
GA,Dodge,7731,GOP,Mitt,Romney,5214,Dem,Barack,Obama,2440,"32,926"
GA,Dooly,4289,GOP,Mitt,Romney,1983,Dem,Barack,Obama,2278,"30,371"
GA,Dougherty,37822,GOP,Mitt,Romney,11441,Dem,Barack,Obama,26209,"31,065"
GA,Early,5349,GOP,Mitt,Romney,2556,Dem,Barack,Obama,2762,"30,953"
GA,Echols,1102,GOP,Mitt,Romney,917,Dem,Barack,Obama,173,"32,664"
GA,Effingham,20779,GOP,Mitt,Romney,15591,Dem,Barack,Obama,4941,"62,568"
GA,Emanuel,8060,GOP,Mitt,Romney,5086,Dem,Barack,Obama,2919,"28,254"
GA,Evans,3560,GOP,Mitt,Romney,2267,Dem,Barack,Obama,1266,"31,683"
GA,Fannin,10007,GOP,Mitt,Romney,7853,Dem,Barack,Obama,2027,"35,474"
GA,Floyd,32685,GOP,Mitt,Romney,22636,Dem,Barack,Obama,9595,"38,523"
GA,Forsyth,81598,GOP,Mitt,Romney,65853,Dem,Barack,Obama,14544,"87,380"
GA,Gilmer,11008,GOP,Mitt,Romney,8920,Dem,Barack,Obama,1955,"39,637"
GA,Glascock,1333,GOP,Mitt,Romney,1135,Dem,Barack,Obama,176,"35,637"
GA,Glynn,33054,GOP,Mitt,Romney,20853,Dem,Barack,Obama,11922,"43,782"
GA,Gordon,16857,GOP,Mitt,Romney,13174,Dem,Barack,Obama,3436,"41,141"
GA,Grady,9391,GOP,Mitt,Romney,5922,Dem,Barack,Obama,3419,"32,860"
GA,Gwinnett,295560,GOP,Mitt,Romney,159563,Dem,Barack,Obama,131879,"56,665"
GA,Habersham,14600,GOP,Mitt,Romney,12148,Dem,Barack,Obama,2297,"41,343"
GA,Hall,59241,GOP,Mitt,Romney,45918,Dem,Barack,Obama,12489,"49,636"
GA,Hancock,4076,GOP,Mitt,Romney,764,Dem,Barack,Obama,3301,"25,416"
GA,Haralson,10362,GOP,Mitt,Romney,8439,Dem,Barack,Obama,1787,"39,407"
GA,Harris,15479,GOP,Mitt,Romney,11193,Dem,Barack,Obama,4141,"63,806"
GA,Hart,9501,GOP,Mitt,Romney,6516,Dem,Barack,Obama,2869,"63,374"
GA,Heard,4162,GOP,Mitt,Romney,3155,Dem,Barack,Obama,947,"39,756"
GA,Irwin,3683,GOP,Mitt,Romney,2519,Dem,Barack,Obama,1134,"32,965"
GA,Jasper,6010,GOP,Mitt,Romney,4121,Dem,Barack,Obama,1839,"41,842"
GA,Jeff Davis,5330,GOP,Mitt,Romney,3994,Dem,Barack,Obama,1271,"32,867"
GA,Jenkins,3386,GOP,Mitt,Romney,1884,Dem,Barack,Obama,1487,"29,525"
GA,Jones,12099,GOP,Mitt,Romney,7740,Dem,Barack,Obama,4272,"51,941"
GA,Lanier,2958,GOP,Mitt,Romney,1812,Dem,Barack,Obama,1108,"33,481"
GA,Laurens,19591,GOP,Mitt,Romney,11947,Dem,Barack,Obama,7508,"34,910"
GA,Long,3786,GOP,Mitt,Romney,2300,Dem,Barack,Obama,1434,"39,176"
GA,Lumpkin,10878,GOP,Mitt,Romney,8633,Dem,Barack,Obama,2049,"44,289"
GA,McDuffie,9585,GOP,Mitt,Romney,5475,Dem,Barack,Obama,4041,"36,331"
GA,McIntosh,6333,GOP,Mitt,Romney,3405,Dem,Barack,Obama,2860,"37,040"
GA,Meriwether,9259,GOP,Mitt,Romney,4855,Dem,Barack,Obama,4328,"35,312"
GA,Mitchell,8273,GOP,Mitt,Romney,4153,Dem,Barack,Obama,4081,"30,020"
GA,Murray,11209,GOP,Mitt,Romney,8439,Dem,Barack,Obama,2542,"35,918"
GA,Muscogee,70410,GOP,Mitt,Romney,27469,Dem,Barack,Obama,42458,"43,264"
GA,Oconee,16643,GOP,Mitt,Romney,12222,Dem,Barack,Obama,4140,"75,532"
GA,Oglethorpe,6258,GOP,Mitt,Romney,4250,Dem,Barack,Obama,1913,"42,992"
GA,Paulding,57254,GOP,Mitt,Romney,40771,Dem,Barack,Obama,15779,"59,621"
GA,Peach,11499,GOP,Mitt,Romney,5280,Dem,Barack,Obama,6141,"39,726"
GA,Pierce,6845,GOP,Mitt,Romney,5666,Dem,Barack,Obama,1124,"38,777"
GA,Quitman,1128,GOP,Mitt,Romney,510,Dem,Barack,Obama,612,"28,675"
GA,Rabun,7438,GOP,Mitt,Romney,5753,Dem,Barack,Obama,1558,"37,684"
GA,Richmond,78865,GOP,Mitt,Romney,25821,Dem,Barack,Obama,52461,"36,490"
GA,Rockdale,37879,GOP,Mitt,Romney,15671,Dem,Barack,Obama,21878,"50,699"
GA,Schley,1748,GOP,Mitt,Romney,1286,Dem,Barack,Obama,448,"39,105"
GA,Screven,6093,GOP,Mitt,Romney,3285,Dem,Barack,Obama,2769,"33,508"
GA,Spalding,25057,GOP,Mitt,Romney,14901,Dem,Barack,Obama,9884,"35,761"
GA,Stephens,9467,GOP,Mitt,Romney,7207,Dem,Barack,Obama,2123,"34,384"
GA,Stewart,2055,GOP,Mitt,Romney,740,Dem,Barack,Obama,1307,"27,009"
GA,Talbot,3490,GOP,Mitt,Romney,1202,Dem,Barack,Obama,2264,"30,909"
GA,Taliaferro,961,GOP,Mitt,Romney,321,Dem,Barack,Obama,636,"27,124"
GA,Tattnall,6658,GOP,Mitt,Romney,4702,Dem,Barack,Obama,1894,"37,818"
GA,Telfair,4334,GOP,Mitt,Romney,2479,Dem,Barack,Obama,1804,"27,655"
GA,Terrell,4398,GOP,Mitt,Romney,1834,Dem,Barack,Obama,2544,"31,095"
GA,Thomas,18943,GOP,Mitt,Romney,11153,Dem,Barack,Obama,7651,"35,909"
GA,Tift,13893,GOP,Mitt,Romney,9171,Dem,Barack,Obama,4640,"33,716"
GA,Toombs,9333,GOP,Mitt,Romney,6519,Dem,Barack,Obama,2740,"31,820"
GA,Towns,6159,GOP,Mitt,Romney,4834,Dem,Barack,Obama,1265,"37,826"
GA,Treutlen,2738,GOP,Mitt,Romney,1646,Dem,Barack,Obama,1068,"32,063"
GA,Troup,25975,GOP,Mitt,Romney,15170,Dem,Barack,Obama,10545,"38,598"
GA,Turner,3556,GOP,Mitt,Romney,2027,Dem,Barack,Obama,1508,"26,408"
GA,Twiggs,4199,GOP,Mitt,Romney,1905,Dem,Barack,Obama,2269,"36,549"
GA,Upson,11257,GOP,Mitt,Romney,7229,Dem,Barack,Obama,3955,"34,395"
GA,Ware,11923,GOP,Mitt,Romney,7933,Dem,Barack,Obama,3892,"33,017"
GA,Wayne,10258,GOP,Mitt,Romney,7553,Dem,Barack,Obama,2594,"37,957"
GA,Webster,1175,GOP,Mitt,Romney,598,Dem,Barack,Obama,573,"32,789"
GA,Wheeler,2160,GOP,Mitt,Romney,1366,Dem,Barack,Obama,772,"27,514"
GA,Whitfield,26828,GOP,Mitt,Romney,19290,Dem,Barack,Obama,7193,"39,860"
GA,Wilkes,4746,GOP,Mitt,Romney,2628,Dem,Barack,Obama,2080,"31,957"
GA,Wilkinson,4448,GOP,Mitt,Romney,2245,Dem,Barack,Obama,2180,"36,219"
GA,Worth,8410,GOP,Mitt,Romney,5864,Dem,Barack,Obama,2486,"35,815"
HI,Hawaii,429494,Dem,Barack,Obama,303090,GOP,Mitt,Romney,119494,"66,086"
HI,Honolulu,292925,Dem,Barack,Obama,201803,GOP,Mitt,Romney,87255,"70,779"
HI,Kauai,25369,Dem,Barack,Obama,18638,GOP,Mitt,Romney,6121,"55,614"
HI,Maui,48547,Dem,Barack,Obama,35979,GOP,Mitt,Romney,11577,"59,281"
IA,Iowa,1565968,Dem,Barack,Obama,816429,GOP,Mitt,Romney,727928,"50,997"
IA,Adair,3959,Dem,Barack,Obama,1788,GOP,Mitt,Romney,2110,"46,917"
IA,Allamakee,6824,Dem,Barack,Obama,3511,GOP,Mitt,Romney,3230,"45,923"
IA,Appanoose,6176,Dem,Barack,Obama,2934,GOP,Mitt,Romney,3153,"38,685"
IA,Audubon,3439,Dem,Barack,Obama,1608,GOP,Mitt,Romney,1800,"47,823"
IA,Black Hawk,66205,Dem,Barack,Obama,39338,GOP,Mitt,Romney,26078,"48,625"
IA,Bremer,13218,Dem,Barack,Obama,6710,GOP,Mitt,Romney,6383,"60,034"
IA,Buchanan,10478,Dem,Barack,Obama,5903,GOP,Mitt,Romney,4443,"54,382"
IA,Buena Vista,8322,Dem,Barack,Obama,3683,GOP,Mitt,Romney,4548,"45,582"
IA,Cass,7167,Dem,Barack,Obama,2856,GOP,Mitt,Romney,4212,"44,906"
IA,Cedar,9548,Dem,Barack,Obama,4931,GOP,Mitt,Romney,4510,"57,084"
IA,Cerro Gordo,23548,Dem,Barack,Obama,13204,GOP,Mitt,Romney,10084,"43,822"
IA,Chickasaw,6462,Dem,Barack,Obama,3552,GOP,Mitt,Romney,2836,"48,963"
IA,Davis,3738,Dem,Barack,Obama,1518,GOP,Mitt,Romney,2133,"32,867"
IA,Des Moines,20264,Dem,Barack,Obama,11873,GOP,Mitt,Romney,8130,"42,082"
IA,Dickinson,10118,Dem,Barack,Obama,4088,GOP,Mitt,Romney,5911,"51,885"
IA,Dubuque,50516,Dem,Barack,Obama,28600,GOP,Mitt,Romney,21265,"50,137"
IA,Emmet,4646,Dem,Barack,Obama,2087,GOP,Mitt,Romney,2499,"44,060"
IA,Grundy,6890,Dem,Barack,Obama,2615,GOP,Mitt,Romney,4205,"57,011"
IA,Guthrie,5843,Dem,Barack,Obama,2565,GOP,Mitt,Romney,3164,"49,400"
IA,Hardin,8775,Dem,Barack,Obama,4021,GOP,Mitt,Romney,4647,"48,445"
IA,Harrison,7282,Dem,Barack,Obama,3131,GOP,Mitt,Romney,4059,"50,963"
IA,Ida,3626,Dem,Barack,Obama,1317,GOP,Mitt,Romney,2276,"51,014"
IA,Keokuk,5221,Dem,Barack,Obama,2298,GOP,Mitt,Romney,2840,"44,648"
IA,Kossuth,8833,Dem,Barack,Obama,3824,GOP,Mitt,Romney,4914,"51,137"
IA,Linn,117122,Dem,Barack,Obama,68028,GOP,Mitt,Romney,47427,"57,663"
IA,Louisa,4921,Dem,Barack,Obama,2449,GOP,Mitt,Romney,2416,"48,191"
IA,Lucas,4273,Dem,Barack,Obama,1977,GOP,Mitt,Romney,2248,"45,158"
IA,Lyon,6466,Dem,Barack,Obama,1416,GOP,Mitt,Romney,4965,"54,695"
IA,Mahaska,10777,Dem,Barack,Obama,4207,GOP,Mitt,Romney,6420,"48,705"
IA,Mills,7169,Dem,Barack,Obama,2842,GOP,Mitt,Romney,4211,"56,968"
IA,Monona,4707,Dem,Barack,Obama,2098,GOP,Mitt,Romney,2555,"44,254"
IA,Muscatine,19726,Dem,Barack,Obama,11213,GOP,Mitt,Romney,8152,"53,219"
IA,O'Brien,7295,Dem,Barack,Obama,1964,GOP,Mitt,Romney,5259,"49,861"
IA,Page,7014,Dem,Barack,Obama,2588,GOP,Mitt,Romney,4338,"45,205"
IA,Palo Alto,4857,Dem,Barack,Obama,2124,GOP,Mitt,Romney,2649,"47,639"
IA,Pocahontas,3992,Dem,Barack,Obama,1518,GOP,Mitt,Romney,2388,"45,780"
IA,Pottawattamie,41679,Dem,Barack,Obama,19347,GOP,Mitt,Romney,21751,"49,911"
IA,Poweshiek,9858,Dem,Barack,Obama,5307,GOP,Mitt,Romney,4409,"50,883"
IA,Ringgold,2578,Dem,Barack,Obama,1181,GOP,Mitt,Romney,1366,"40,049"
IA,Sac,5256,Dem,Barack,Obama,2117,GOP,Mitt,Romney,3086,"52,617"
IA,Sioux,17181,Dem,Barack,Obama,2683,GOP,Mitt,Romney,14361,"61,176"
IA,Story,46529,Dem,Barack,Obama,25940,GOP,Mitt,Romney,19557,"51,291"
IA,Tama,8930,Dem,Barack,Obama,4737,GOP,Mitt,Romney,4076,"47,799"
IA,Wapello,15630,Dem,Barack,Obama,8616,GOP,Mitt,Romney,6777,"41,547"
IA,Winnebago,5878,Dem,Barack,Obama,2895,GOP,Mitt,Romney,2897,"49,213"
IA,Winneshiek,11016,Dem,Barack,Obama,6245,GOP,Mitt,Romney,4618,"49,889"
IA,Wright,6174,Dem,Barack,Obama,2794,GOP,Mitt,Romney,3309,"47,677"
ID,Idaho,651871,Dem,Barack,Obama,212560,GOP,Mitt,Romney,420750,"36,365"
ID,Ada,180361,Dem,Barack,Obama,77043,GOP,Mitt,Romney,97471,"55,695"
ID,Bannock,35260,Dem,Barack,Obama,13214,GOP,Mitt,Romney,21010,"42,993"
ID,Bear Lake,2822,Dem,Barack,Obama,302,GOP,Mitt,Romney,2489,"42,134"
ID,Benewah,3884,Dem,Barack,Obama,1164,GOP,Mitt,Romney,2596,"40,069"
ID,Bingham,17603,Dem,Barack,Obama,3822,GOP,Mitt,Romney,13440,"46,816"
ID,Blaine,10194,Dem,Barack,Obama,5992,GOP,Mitt,Romney,3939,"59,910"
ID,Boise,3345,Dem,Barack,Obama,953,GOP,Mitt,Romney,2284,"48,986"
ID,Bonner,18536,Dem,Barack,Obama,6500,GOP,Mitt,Romney,11367,"39,720"
ID,Bonneville,43302,Dem,Barack,Obama,9929,GOP,Mitt,Romney,32336,"50,347"
ID,Boundary,4544,Dem,Barack,Obama,1225,GOP,Mitt,Romney,3138,"38,257"
ID,Camas,578,Dem,Barack,Obama,159,GOP,Mitt,Romney,402,"48,621"
ID,Canyon,66090,Dem,Barack,Obama,19866,GOP,Mitt,Romney,44369,"41,700"
ID,Caribou,3050,Dem,Barack,Obama,385,GOP,Mitt,Romney,2608,"55,010"
ID,Cassia,8387,Dem,Barack,Obama,1093,GOP,Mitt,Romney,7150,"42,155"
ID,Clearwater,3696,Dem,Barack,Obama,1032,GOP,Mitt,Romney,2541,"38,980"
ID,Gem,7490,Dem,Barack,Obama,1957,GOP,Mitt,Romney,5311,"40,399"
ID,Gooding,5118,Dem,Barack,Obama,1287,GOP,Mitt,Romney,3696,"39,809"
ID,Jerome,6681,Dem,Barack,Obama,1699,GOP,Mitt,Romney,4804,"43,384"
ID,Kootenai,59764,Dem,Barack,Obama,18824,GOP,Mitt,Romney,39347,"46,886"
ID,Latah,16759,Dem,Barack,Obama,8306,GOP,Mitt,Romney,7589,"40,873"
ID,Lemhi,4109,Dem,Barack,Obama,960,GOP,Mitt,Romney,3029,"36,797"
ID,Lewis,1612,Dem,Barack,Obama,396,GOP,Mitt,Romney,1173,"40,035"
ID,Minidoka,6973,Dem,Barack,Obama,1390,GOP,Mitt,Romney,5442,"42,978"
ID,Nez Perce,16848,Dem,Barack,Obama,6451,GOP,Mitt,Romney,9967,"45,155"
ID,Oneida,2089,Dem,Barack,Obama,217,GOP,Mitt,Romney,1838,"44,628"
ID,Owyhee,3723,Dem,Barack,Obama,833,GOP,Mitt,Romney,2794,"38,197"
ID,Payette,8495,Dem,Barack,Obama,2271,GOP,Mitt,Romney,6004,"41,314"
ID,Power,2903,Dem,Barack,Obama,982,GOP,Mitt,Romney,1870,"40,713"
ID,Shoshone,5148,Dem,Barack,Obama,2277,GOP,Mitt,Romney,2699,"37,294"
ID,Teton,4523,Dem,Barack,Obama,1926,GOP,Mitt,Romney,2458,"54,231"
ID,Twin Falls,28142,Dem,Barack,Obama,7541,GOP,Mitt,Romney,19773,"41,499"
ID,Valley,4919,Dem,Barack,Obama,2095,GOP,Mitt,Romney,2664,"46,314"
IL,Illinois,5091061,Dem,Barack,Obama,2916811,GOP,Mitt,Romney,2090116,"55,126"
IL,Alexander,3495,Dem,Barack,Obama,1961,GOP,Mitt,Romney,1485,"28,933"
IL,Bond,7316,Dem,Barack,Obama,3016,GOP,Mitt,Romney,4091,"46,639"
IL,Brown,2362,Dem,Barack,Obama,787,GOP,Mitt,Romney,1511,"46,481"
IL,Bureau,16599,Dem,Barack,Obama,8118,GOP,Mitt,Romney,8151,"48,005"
IL,Champaign,77620,Dem,Barack,Obama,40378,GOP,Mitt,Romney,35086,"46,708"
IL,Christian,14682,Dem,Barack,Obama,5487,GOP,Mitt,Romney,8873,"43,393"
IL,Coles,21338,Dem,Barack,Obama,9252,GOP,Mitt,Romney,11623,"36,093"
IL,Cumberland,5290,Dem,Barack,Obama,1640,GOP,Mitt,Romney,3506,"44,384"
IL,DeWitt,7338,Dem,Barack,Obama,2598,GOP,Mitt,Romney,4576,"40,515"
IL,DuPage,397173,Dem,Barack,Obama,197411,GOP,Mitt,Romney,193333,"78,131"
IL,Edgar,7810,Dem,Barack,Obama,2563,GOP,Mitt,Romney,5125,"42,645"
IL,Edwards,3225,Dem,Barack,Obama,754,GOP,Mitt,Romney,2402,"43,124"
IL,Ford,6000,Dem,Barack,Obama,1654,GOP,Mitt,Romney,4225,"48,652"
IL,Gallatin,2569,Dem,Barack,Obama,1028,GOP,Mitt,Romney,1492,"38,126"
IL,Henderson,3563,Dem,Barack,Obama,1977,GOP,Mitt,Romney,1538,"47,047"
IL,Iroquois,12770,Dem,Barack,Obama,3408,GOP,Mitt,Romney,9115,"47,201"
IL,Jersey,9940,Dem,Barack,Obama,3656,GOP,Mitt,Romney,6032,"52,049"
IL,Kane,183631,Dem,Barack,Obama,91120,GOP,Mitt,Romney,89502,"64,870"
IL,Kankakee,45452,Dem,Barack,Obama,21574,GOP,Mitt,Romney,23115,"50,985"
IL,Kendall,45042,Dem,Barack,Obama,21219,GOP,Mitt,Romney,23076,"84,816"
IL,Knox,22517,Dem,Barack,Obama,12993,GOP,Mitt,Romney,9133,"40,973"
IL,Livingston,15019,Dem,Barack,Obama,5014,GOP,Mitt,Romney,9745,"55,150"
IL,McDonough,12439,Dem,Barack,Obama,5957,GOP,Mitt,Romney,6142,"40,487"
IL,McHenry,133589,Dem,Barack,Obama,59691,GOP,Mitt,Romney,71488,"76,417"
IL,McLean,72756,Dem,Barack,Obama,31590,GOP,Mitt,Romney,39638,"62,129"
IL,Macoupin,20947,Dem,Barack,Obama,9440,GOP,Mitt,Romney,10909,"48,349"
IL,Mason,6272,Dem,Barack,Obama,2867,GOP,Mitt,Romney,3265,"45,314"
IL,Massac,6492,Dem,Barack,Obama,2092,GOP,Mitt,Romney,4278,"40,837"
IL,Menard,6142,Dem,Barack,Obama,2095,GOP,Mitt,Romney,3944,"62,001"
IL,Mercer,8525,Dem,Barack,Obama,4503,GOP,Mitt,Romney,3874,"52,503"
IL,Moultrie,6052,Dem,Barack,Obama,2142,GOP,Mitt,Romney,3781,"50,859"
IL,Ogle,23342,Dem,Barack,Obama,9504,GOP,Mitt,Romney,13409,"42,992"
IL,Peoria,78060,Dem,Barack,Obama,40050,GOP,Mitt,Romney,36617,"47,310"
