State Postal,County Name,TOTAL VOTES CAST,Party1,First name1,Last name1,Votes1,Party2,First name2,Last name2,Votes2,Median Household Income
IL,Piatt,8697,Dem,Barack,Obama,3081,GOP,Mitt,Romney,5412,"63,656"
IL,Richland,7274,Dem,Barack,Obama,2360,GOP,Mitt,Romney,4750,"41,667"
IL,Rock Island,64880,Dem,Barack,Obama,39081,GOP,Mitt,Romney,24888,"49,875"
IL,Sangamon,94032,Dem,Barack,Obama,41961,GOP,Mitt,Romney,50131,"55,386"
IL,Schuyler,3882,Dem,Barack,Obama,1726,GOP,Mitt,Romney,2062,"47,766"
IL,Stark,2661,Dem,Barack,Obama,1095,GOP,Mitt,Romney,1527,"48,225"
IL,Stephenson,17029,Dem,Barack,Obama,7954,GOP,Mitt,Romney,8742,"45,907"
IL,Tazewell,60903,Dem,Barack,Obama,24385,GOP,Mitt,Romney,35266,"60,403"
IL,Vermilion,26153,Dem,Barack,Obama,10773,GOP,Mitt,Romney,14888,"40,709"
IL,Wabash,5127,Dem,Barack,Obama,1588,GOP,Mitt,Romney,3473,"46,323"
IL,Whiteside,21492,Dem,Barack,Obama,12393,GOP,Mitt,Romney,8676,"45,818"
IL,Will,249708,Dem,Barack,Obama,127522,GOP,Mitt,Romney,118366,"72,395"
IL,Williamson,29079,Dem,Barack,Obama,10622,GOP,Mitt,Romney,17880,"41,033"
IL,Woodford,18848,Dem,Barack,Obama,5564,GOP,Mitt,Romney,12947,"69,806"
IN,Indiana,2602883,Dem,Barack,Obama,1140425,GOP,Mitt,Romney,1412620,"46,954"
IN,Allen,146405,Dem,Barack,Obama,59834,GOP,Mitt,Romney,84378,"48,795"
IN,Bartholomew,29313,Dem,Barack,Obama,10622,GOP,Mitt,Romney,18083,"53,475"
IN,Blackford,4740,Dem,Barack,Obama,1927,GOP,Mitt,Romney,2710,"38,927"
IN,Daviess,10246,Dem,Barack,Obama,2437,GOP,Mitt,Romney,7638,"49,671"
IN,Dearborn,22352,Dem,Barack,Obama,6527,GOP,Mitt,Romney,15391,"57,465"
IN,Dubois,18542,Dem,Barack,Obama,6522,GOP,Mitt,Romney,11654,"53,814"
IN,Elkhart,67768,Dem,Barack,Obama,24376,GOP,Mitt,Romney,42348,"45,806"
IN,Fountain,7103,Dem,Barack,Obama,2233,GOP,Mitt,Romney,4660,"47,905"
IN,Gibson,14718,Dem,Barack,Obama,4928,GOP,Mitt,Romney,9487,"49,320"
IN,Hendricks,66590,Dem,Barack,Obama,21100,GOP,Mitt,Romney,44308,"70,886"
IN,Huntington,15753,Dem,Barack,Obama,4596,GOP,Mitt,Romney,10862,"43,552"
IN,Jay,7897,Dem,Barack,Obama,3063,GOP,Mitt,Romney,4643,"42,410"
IN,Jennings,10237,Dem,Barack,Obama,3818,GOP,Mitt,Romney,6112,"46,023"
IN,Kosciusko,30039,Dem,Barack,Obama,6862,GOP,Mitt,Romney,22553,"50,153"
IN,Miami,12758,Dem,Barack,Obama,4220,GOP,Mitt,Romney,8163,"41,311"
IN,Noble,16244,Dem,Barack,Obama,5229,GOP,Mitt,Romney,10680,"44,192"
IN,Ohio,2812,Dem,Barack,Obama,992,GOP,Mitt,Romney,1757,"49,301"
IN,Owen,8107,Dem,Barack,Obama,2823,GOP,Mitt,Romney,5062,"41,106"
IN,Parke,6504,Dem,Barack,Obama,2106,GOP,Mitt,Romney,4228,"41,311"
IN,Porter,72487,Dem,Barack,Obama,36950,GOP,Mitt,Romney,34197,"63,879"
IN,Posey,12216,Dem,Barack,Obama,4531,GOP,Mitt,Romney,7427,"61,587"
IN,Ripley,10982,Dem,Barack,Obama,3241,GOP,Mitt,Romney,7484,"48,227"
IN,Rush,7026,Dem,Barack,Obama,2221,GOP,Mitt,Romney,4633,"44,979"
IN,St. Joseph,110644,Dem,Barack,Obama,56458,GOP,Mitt,Romney,52575,"45,248"
IN,Spencer,9725,Dem,Barack,Obama,4026,GOP,Mitt,Romney,5515,"55,824"
IN,Starke,8752,Dem,Barack,Obama,3809,GOP,Mitt,Romney,4738,"41,700"
IN,Steuben,13677,Dem,Barack,Obama,4846,GOP,Mitt,Romney,8542,"46,412"
IN,Sullivan,8289,Dem,Barack,Obama,3191,GOP,Mitt,Romney,4902,"41,223"
IN,Switzerland,3397,Dem,Barack,Obama,1437,GOP,Mitt,Romney,1872,"42,497"
IN,Tippecanoe,56696,Dem,Barack,Obama,26642,GOP,Mitt,Romney,28708,"43,529"
IN,Tipton,7364,Dem,Barack,Obama,2432,GOP,Mitt,Romney,4773,"53,917"
IN,Vanderburgh,72416,Dem,Barack,Obama,31659,GOP,Mitt,Romney,39504,"41,784"
IN,Vermillion,6578,Dem,Barack,Obama,2979,GOP,Mitt,Romney,3426,"42,709"
IN,Vigo,39843,Dem,Barack,Obama,19707,GOP,Mitt,Romney,19368,"40,091"
IN,Warrick,24627,Dem,Barack,Obama,8791,GOP,Mitt,Romney,15350,"60,551"
IN,Wells,12922,Dem,Barack,Obama,3434,GOP,Mitt,Romney,9255,"49,264"
IN,Whitley,15005,Dem,Barack,Obama,4420,GOP,Mitt,Romney,10257,"52,081"
KS,Kansas,1131244,Dem,Barack,Obama,427918,GOP,Mitt,Romney,678719,"50,140"
KS,Anderson,3274,Dem,Barack,Obama,937,GOP,Mitt,Romney,2246,"42,424"
KS,Atchison,6499,Dem,Barack,Obama,2486,GOP,Mitt,Romney,3836,"43,253"
KS,Barber,2282,Dem,Barack,Obama,473,GOP,Mitt,Romney,1753,"47,811"
KS,Barton,12010,Dem,Barack,Obama,2693,GOP,Mitt,Romney,9132,"43,371"
KS,Bourbon,6118,Dem,Barack,Obama,1951,GOP,Mitt,Romney,4022,"37,057"
KS,Chase,1233,Dem,Barack,Obama,343,GOP,Mitt,Romney,857,"42,940"
KS,Chautauqua,1502,Dem,Barack,Obama,259,GOP,Mitt,Romney,1201,"35,714"
KS,Cloud,3957,Dem,Barack,Obama,951,GOP,Mitt,Romney,2886,"40,184"
KS,Coffey,3839,Dem,Barack,Obama,884,GOP,Mitt,Romney,2860,"50,826"
KS,Comanche,915,Dem,Barack,Obama,141,GOP,Mitt,Romney,756,"42,851"
KS,Cowley,12444,Dem,Barack,Obama,4219,GOP,Mitt,Romney,7932,"37,436"
KS,Doniphan,3369,Dem,Barack,Obama,885,GOP,Mitt,Romney,2397,"44,524"
KS,Elk,1356,Dem,Barack,Obama,277,GOP,Mitt,Romney,1040,"45,806"
KS,Ellis,12779,Dem,Barack,Obama,3464,GOP,Mitt,Romney,9057,"45,969"
KS,Ellsworth,2677,Dem,Barack,Obama,696,GOP,Mitt,Romney,1905,"48,874"
KS,Finney,7593,Dem,Barack,Obama,2307,GOP,Mitt,Romney,5108,"46,496"
KS,Geary,7526,Dem,Barack,Obama,3158,GOP,Mitt,Romney,4242,"46,008"
KS,Gove,1368,Dem,Barack,Obama,174,GOP,Mitt,Romney,1155,"47,114"
KS,Gray,1901,Dem,Barack,Obama,304,GOP,Mitt,Romney,1568,"55,780"
KS,Greeley,665,Dem,Barack,Obama,112,GOP,Mitt,Romney,539,"50,619"
KS,Greenwood,2706,Dem,Barack,Obama,653,GOP,Mitt,Romney,1986,"41,382"
KS,Harper,2335,Dem,Barack,Obama,536,GOP,Mitt,Romney,1723,"41,399"
KS,Harvey,13805,Dem,Barack,Obama,5162,GOP,Mitt,Romney,8352,"49,624"
KS,Haskell,1355,Dem,Barack,Obama,202,GOP,Mitt,Romney,1131,"53,430"
KS,Hodgeman,1050,Dem,Barack,Obama,178,GOP,Mitt,Romney,857,"51,276"
KS,Jewell,1477,Dem,Barack,Obama,225,GOP,Mitt,Romney,1220,"34,195"
KS,Kearny,1341,Dem,Barack,Obama,261,GOP,Mitt,Romney,1060,"50,626"
KS,Kingman,3199,Dem,Barack,Obama,731,GOP,Mitt,Romney,2371,"49,431"
KS,Labette,7907,Dem,Barack,Obama,3074,GOP,Mitt,Romney,4668,"36,715"
KS,Lane,917,Dem,Barack,Obama,170,GOP,Mitt,Romney,732,"51,366"
KS,Leavenworth,28532,Dem,Barack,Obama,11072,GOP,Mitt,Romney,16825,"59,662"
KS,McPherson,12060,Dem,Barack,Obama,3384,GOP,Mitt,Romney,8399,"53,969"
KS,Meade,1648,Dem,Barack,Obama,254,GOP,Mitt,Romney,1394,"50,863"
KS,Morton,1247,Dem,Barack,Obama,180,GOP,Mitt,Romney,1050,"52,950"
KS,Nemaha,4959,Dem,Barack,Obama,988,GOP,Mitt,Romney,3878,"50,077"
KS,Neosho,6359,Dem,Barack,Obama,2012,GOP,Mitt,Romney,4193,"40,541"
KS,Ness,1417,Dem,Barack,Obama,211,GOP,Mitt,Romney,1190,"49,541"
KS,Norton,2296,Dem,Barack,Obama,393,GOP,Mitt,Romney,1855,"42,202"
KS,Osage,6771,Dem,Barack,Obama,2228,GOP,Mitt,Romney,4336,"46,706"
KS,Osborne,1802,Dem,Barack,Obama,320,GOP,Mitt,Romney,1448,"39,468"
KS,Ottawa,2888,Dem,Barack,Obama,548,GOP,Mitt,Romney,2260,"48,266"
KS,Pawnee,2565,Dem,Barack,Obama,704,GOP,Mitt,Romney,1808,"43,901"
KS,Pottawatomie,9303,Dem,Barack,Obama,2291,GOP,Mitt,Romney,6692,"56,891"
KS,Pratt,3752,Dem,Barack,Obama,974,GOP,Mitt,Romney,2730,"47,220"
KS,Rawlins,1420,Dem,Barack,Obama,184,GOP,Mitt,Romney,1207,"44,563"
KS,Reno,23869,Dem,Barack,Obama,7888,GOP,Mitt,Romney,15398,"43,094"
KS,Republic,2640,Dem,Barack,Obama,470,GOP,Mitt,Romney,2098,"39,085"
KS,Rice,3622,Dem,Barack,Obama,899,GOP,Mitt,Romney,2631,"44,833"
KS,Riley,20266,Dem,Barack,Obama,8587,GOP,Mitt,Romney,11157,"43,574"
KS,Rooks,2625,Dem,Barack,Obama,398,GOP,Mitt,Romney,2159,"41,363"
KS,Seward,4955,Dem,Barack,Obama,1393,GOP,Mitt,Romney,3495,"47,801"
KS,Shawnee,74844,Dem,Barack,Obama,35959,GOP,Mitt,Romney,37226,"48,122"
KS,Sheridan,1320,Dem,Barack,Obama,165,GOP,Mitt,Romney,1136,"50,601"
KS,Smith,1983,Dem,Barack,Obama,345,GOP,Mitt,Romney,1598,"40,075"
KS,Stanton,713,Dem,Barack,Obama,135,GOP,Mitt,Romney,571,"53,087"
KS,Stevens,1998,Dem,Barack,Obama,241,GOP,Mitt,Romney,1724,"53,045"
KS,Sumner,8989,Dem,Barack,Obama,2617,GOP,Mitt,Romney,6162,"49,535"
KS,Trego,1544,Dem,Barack,Obama,289,GOP,Mitt,Romney,1230,"46,693"
KS,Wabaunsee,3229,Dem,Barack,Obama,908,GOP,Mitt,Romney,2230,"54,375"
KS,Wallace,781,Dem,Barack,Obama,68,GOP,Mitt,Romney,702,"49,091"
KS,Wichita,987,Dem,Barack,Obama,157,GOP,Mitt,Romney,821,"48,734"
KS,Wilson,3699,Dem,Barack,Obama,813,GOP,Mitt,Romney,2812,"36,879"
KS,Woodson,1435,Dem,Barack,Obama,377,GOP,Mitt,Romney,1030,"32,681"
KS,Wyandotte,49422,Dem,Barack,Obama,33265,GOP,Mitt,Romney,15273,"37,780"
KY,Ballard,3895,Dem,Barack,Obama,1189,GOP,Mitt,Romney,2647,"41,947"
KY,Barren,16565,Dem,Barack,Obama,5400,GOP,Mitt,Romney,10922,"37,211"
KY,Bath,4122,Dem,Barack,Obama,1770,GOP,Mitt,Romney,2275,"31,964"
KY,Bell,9482,Dem,Barack,Obama,2224,GOP,Mitt,Romney,7127,"25,771"
KY,Boyd,19040,Dem,Barack,Obama,7776,GOP,Mitt,Romney,10883,"40,155"
KY,Boyle,12368,Dem,Barack,Obama,4471,GOP,Mitt,Romney,7703,"42,058"
KY,Bracken,3230,Dem,Barack,Obama,1147,GOP,Mitt,Romney,2029,"41,217"
KY,Breathitt,5008,Dem,Barack,Obama,1562,GOP,Mitt,Romney,3318,"25,831"
KY,Breckinridge,7967,Dem,Barack,Obama,2825,GOP,Mitt,Romney,5025,"40,530"
KY,Bullitt,31775,Dem,Barack,Obama,9971,GOP,Mitt,Romney,21306,"56,377"
KY,Caldwell,5860,Dem,Barack,Obama,1852,GOP,Mitt,Romney,3904,"36,613"
KY,Calloway,15064,Dem,Barack,Obama,5314,GOP,Mitt,Romney,9438,"37,478"
KY,Campbell,40173,Dem,Barack,Obama,15080,GOP,Mitt,Romney,24240,"54,627"
KY,Carlisle,2619,Dem,Barack,Obama,750,GOP,Mitt,Romney,1835,"41,990"
KY,Carter,8906,Dem,Barack,Obama,3383,GOP,Mitt,Romney,5279,"35,721"
KY,Casey,6091,Dem,Barack,Obama,1086,GOP,Mitt,Romney,4904,"28,734"
KY,Edmonson,4664,Dem,Barack,Obama,1374,GOP,Mitt,Romney,3232,"36,039"
KY,Elliott,2399,Dem,Barack,Obama,1186,GOP,Mitt,Romney,1126,"28,893"
KY,Estill,5184,Dem,Barack,Obama,1356,GOP,Mitt,Romney,3749,"29,895"
KY,Fleming,5782,Dem,Barack,Obama,1911,GOP,Mitt,Romney,3780,"34,231"
KY,Garrard,7077,Dem,Barack,Obama,1661,GOP,Mitt,Romney,5310,"42,620"
KY,Graves,15493,Dem,Barack,Obama,4547,GOP,Mitt,Romney,10699,"39,280"
KY,Grayson,9269,Dem,Barack,Obama,2744,GOP,Mitt,Romney,6404,"35,126"
KY,Green,4856,Dem,Barack,Obama,1165,GOP,Mitt,Romney,3634,"24,592"
KY,Greenup,15159,Dem,Barack,Obama,6027,GOP,Mitt,Romney,8855,"43,869"
KY,Harlan,10658,Dem,Barack,Obama,1830,GOP,Mitt,Romney,8653,"27,137"
KY,Hickman,2139,Dem,Barack,Obama,686,GOP,Mitt,Romney,1431,"39,376"
KY,Hopkins,19765,Dem,Barack,Obama,5789,GOP,Mitt,Romney,13681,"40,076"
KY,Jessamine,20620,Dem,Barack,Obama,6001,GOP,Mitt,Romney,14232,"47,872"
KY,Kenton,67679,Dem,Barack,Obama,24917,GOP,Mitt,Romney,41387,"53,500"
KY,Knott,5693,Dem,Barack,Obama,1420,GOP,Mitt,Romney,4130,"29,198"
KY,Laurel,22408,Dem,Barack,Obama,3905,GOP,Mitt,Romney,18151,"35,061"
KY,Leslie,4950,Dem,Barack,Obama,433,GOP,Mitt,Romney,4439,"27,517"
KY,Letcher,8758,Dem,Barack,Obama,1702,GOP,Mitt,Romney,6811,"32,527"
KY,McCracken,30540,Dem,Barack,Obama,10062,GOP,Mitt,Romney,19979,"42,853"
KY,McCreary,5704,Dem,Barack,Obama,1069,GOP,Mitt,Romney,4564,"23,810"
KY,Magoffin,4905,Dem,Barack,Obama,1433,GOP,Mitt,Romney,3391,"28,069"
KY,Menifee,2598,Dem,Barack,Obama,1048,GOP,Mitt,Romney,1484,"28,459"
KY,Metcalfe,4184,Dem,Barack,Obama,1425,GOP,Mitt,Romney,2676,"29,499"
KY,Muhlenberg,12737,Dem,Barack,Obama,4771,GOP,Mitt,Romney,7762,"38,388"
KY,Nelson,18532,Dem,Barack,Obama,7611,GOP,Mitt,Romney,10673,"46,235"
KY,Nicholas,2580,Dem,Barack,Obama,948,GOP,Mitt,Romney,1583,"36,514"
KY,Oldham,29873,Dem,Barack,Obama,9240,GOP,Mitt,Romney,20179,"77,851"
KY,Owsley,1580,Dem,Barack,Obama,283,GOP,Mitt,Romney,1279,"22,148"
KY,Pendleton,5534,Dem,Barack,Obama,1859,GOP,Mitt,Romney,3556,"46,663"
KY,Powell,4441,Dem,Barack,Obama,1620,GOP,Mitt,Romney,2726,"31,826"
KY,Robertson,935,Dem,Barack,Obama,340,GOP,Mitt,Romney,579,"36,770"
KY,Rockcastle,6216,Dem,Barack,Obama,1097,GOP,Mitt,Romney,5028,"30,310"
KY,Rowan,7641,Dem,Barack,Obama,3438,GOP,Mitt,Romney,4035,"35,483"
KY,Simpson,7089,Dem,Barack,Obama,2650,GOP,Mitt,Romney,4355,"41,961"
KY,Todd,4718,Dem,Barack,Obama,1403,GOP,Mitt,Romney,3247,"37,631"
KY,Trigg,6740,Dem,Barack,Obama,2115,GOP,Mitt,Romney,4520,"42,419"
KY,Trimble,3540,Dem,Barack,Obama,1355,GOP,Mitt,Romney,2133,"43,903"
KY,Wolfe,2559,Dem,Barack,Obama,976,GOP,Mitt,Romney,1542,"25,321"
LA,Louisiana,1993555,Dem,Barack,Obama,808496,GOP,Mitt,Romney,1152460,"42,998"
LA,Acadia,26834,Dem,Barack,Obama,6559,GOP,Mitt,Romney,19931,"36,923"
LA,Ascension,51056,Dem,Barack,Obama,16343,GOP,Mitt,Romney,33846,"65,271"
LA,Assumption,10991,Dem,Barack,Obama,4754,GOP,Mitt,Romney,6082,"41,472"
LA,Avoyelles,17027,Dem,Barack,Obama,6075,GOP,Mitt,Romney,10667,"32,582"
LA,Beauregard,14223,Dem,Barack,Obama,2827,GOP,Mitt,Romney,11111,"44,303"
LA,Bienville,7203,Dem,Barack,Obama,3490,GOP,Mitt,Romney,3641,"31,732"
LA,Bossier,48559,Dem,Barack,Obama,12955,GOP,Mitt,Romney,34986,"52,725"
LA,Caddo,111516,Dem,Barack,Obama,57879,GOP,Mitt,Romney,52378,"40,455"
LA,Calcasieu,81718,Dem,Barack,Obama,28357,GOP,Mitt,Romney,51844,"44,307"
LA,Cameron,3744,Dem,Barack,Obama,408,GOP,Mitt,Romney,3260,"50,016"
LA,Catahoula,4193,Dem,Barack,Obama,1408,GOP,Mitt,Romney,2744,"31,389"
LA,Claiborne,6732,Dem,Barack,Obama,3014,GOP,Mitt,Romney,3649,"32,678"
LA,Concordia,9380,Dem,Barack,Obama,3833,GOP,Mitt,Romney,5450,"29,778"
LA,East Baton Rouge,197912,Dem,Barack,Obama,102460,GOP,Mitt,Romney,92235,"47,389"
LA,East Carroll,3384,Dem,Barack,Obama,2244,GOP,Mitt,Romney,1122,"24,688"
LA,East Feliciana,10209,Dem,Barack,Obama,4648,GOP,Mitt,Romney,5397,"42,571"
LA,Evangeline,15765,Dem,Barack,Obama,5330,GOP,Mitt,Romney,10176,"31,128"
LA,Iberia,33392,Dem,Barack,Obama,12129,GOP,Mitt,Romney,20890,"42,555"
LA,Iberville,17014,Dem,Barack,Obama,9548,GOP,Mitt,Romney,7271,"39,405"
LA,Lafourche,38725,Dem,Barack,Obama,9543,GOP,Mitt,Romney,28332,"49,464"
LA,Morehouse,12613,Dem,Barack,Obama,5887,GOP,Mitt,Romney,6591,"28,804"
LA,Natchitoches,17257,Dem,Barack,Obama,7941,GOP,Mitt,Romney,9077,"33,715"
LA,Orleans,157233,Dem,Barack,Obama,126199,GOP,Mitt,Romney,27967,"33,948"
LA,Plaquemines,10235,Dem,Barack,Obama,3597,GOP,Mitt,Romney,6469,"49,964"
LA,Pointe Coupee,12147,Dem,Barack,Obama,5436,GOP,Mitt,Romney,6548,"41,386"
LA,Rapides,58008,Dem,Barack,Obama,20040,GOP,Mitt,Romney,37187,"41,036"
LA,Red River,4807,Dem,Barack,Obama,2253,GOP,Mitt,Romney,2483,"33,011"
LA,Sabine,10050,Dem,Barack,Obama,2194,GOP,Mitt,Romney,7735,"37,440"
LA,St. Bernard,13944,Dem,Barack,Obama,5052,GOP,Mitt,Romney,8497,"40,900"
LA,St. Charles,25330,Dem,Barack,Obama,8894,GOP,Mitt,Romney,15936,"55,684"
LA,St. Helena,7093,Dem,Barack,Obama,4233,GOP,Mitt,Romney,2756,"33,879"
LA,St. James,12391,Dem,Barack,Obama,7055,GOP,Mitt,Romney,5209,"46,626"
LA,St. John the Baptist,21122,Dem,Barack,Obama,13178,GOP,Mitt,Romney,7620,"47,312"
LA,St. Landry,41647,Dem,Barack,Obama,19668,GOP,Mitt,Romney,21475,"34,299"
LA,St. Martin,25430,Dem,Barack,Obama,9419,GOP,Mitt,Romney,15653,"41,875"
LA,St. Mary,23636,Dem,Barack,Obama,9448,GOP,Mitt,Romney,13883,"37,720"
LA,St. Tammany,112884,Dem,Barack,Obama,25723,GOP,Mitt,Romney,84710,"58,383"
LA,Tangipahoa,50090,Dem,Barack,Obama,17720,GOP,Mitt,Romney,31583,"36,573"
LA,Tensas,2812,Dem,Barack,Obama,1564,GOP,Mitt,Romney,1230,"26,909"
LA,Terrebonne,42335,Dem,Barack,Obama,12071,GOP,Mitt,Romney,29500,"48,472"
LA,West Baton Rouge,12772,Dem,Barack,Obama,5692,GOP,Mitt,Romney,6920,"47,301"
LA,West Carroll,4548,Dem,Barack,Obama,853,GOP,Mitt,Romney,3628,"32,666"
LA,West Feliciana,5777,Dem,Barack,Obama,2441,GOP,Mitt,Romney,3257,"50,802"
LA,Winn,6532,Dem,Barack,Obama,1919,GOP,Mitt,Romney,4539,"49,213"
MA,Massachusetts,3129731,Dem,Barack,Obama,1901276,GOP,Mitt,Romney,1178245,"65,378"
MA,Amherst,14883,Dem,Barack,Obama,12316,GOP,Mitt,Romney,1872,"43,791"
MA,Arlington,25799,Dem,Barack,Obama,18580,GOP,Mitt,Romney,6659,"99,255"
MA,Ashland,8512,Dem,Barack,Obama,4954,GOP,Mitt,Romney,3407,"44,748"
MA,Barnstable,25437,Dem,Barack,Obama,12842,GOP,Mitt,Romney,12290,"58,616"
MA,Barre,2683,Dem,Barack,Obama,1343,GOP,Mitt,Romney,1279,"37,211"
MA,Bedford,7628,Dem,Barack,Obama,4436,GOP,Mitt,Romney,3046,"42,055"
MA,Belmont,14077,Dem,Barack,Obama,9108,GOP,Mitt,Romney,4728,"42,176"
MA,Brewster,6517,Dem,Barack,Obama,3669,GOP,Mitt,Romney,2748,"39,235"
MA,Carver,6046,Dem,Barack,Obama,2870,GOP,Mitt,Romney,3107,"85,064"
MA,Chesterfield,716,Dem,Barack,Obama,455,GOP,Mitt,Romney,228,"31,936"
MA,Concord,10960,Dem,Barack,Obama,7282,GOP,Mitt,Romney,3509,"29,778"
MA,Fall River,29467,Dem,Barack,Obama,21724,GOP,Mitt,Romney,7323,"38,397"
MA,Georgetown,4915,Dem,Barack,Obama,2272,GOP,Mitt,Romney,2577,"40,962"
MA,Gill,887,Dem,Barack,Obama,646,GOP,Mitt,Romney,212,"49,735"
MA,Gloucester,15427,Dem,Barack,Obama,9680,GOP,Mitt,Romney,5511,"72,248"
MA,Grafton,9450,Dem,Barack,Obama,4853,GOP,Mitt,Romney,4427,"52,532"
MA,Granville,890,Dem,Barack,Obama,374,GOP,Mitt,Romney,502,"46,303"
MA,Halifax,3108,Dem,Barack,Obama,997,GOP,Mitt,Romney,2065,"31,253"
MA,Hampden,2905,Dem,Barack,Obama,1286,GOP,Mitt,Romney,1569,"48,386"
MA,Hanover,8323,Dem,Barack,Obama,3342,GOP,Mitt,Romney,4910,"50,890"
MA,Hanson,5568,Dem,Barack,Obama,2512,GOP,Mitt,Romney,2999,"60,052"
MA,Hudson,10012,Dem,Barack,Obama,5642,GOP,Mitt,Romney,4183,"56,087"
MA,Lancaster,3710,Dem,Barack,Obama,1724,GOP,Mitt,Romney,1914,"50,478"
MA,Lexington,18257,Dem,Barack,Obama,12675,GOP,Mitt,Romney,5287,"52,249"
MA,Lunenburg,5895,Dem,Barack,Obama,2748,GOP,Mitt,Romney,3038,"33,618"
MA,Lynn,31800,Dem,Barack,Obama,22965,GOP,Mitt,Romney,8463,"34,852"
MA,Merrimac,3566,Dem,Barack,Obama,1844,GOP,Mitt,Romney,1657,"59,186"
MA,Montague,4212,Dem,Barack,Obama,3213,GOP,Mitt,Romney,873,"45,996"
MA,Nantucket,6097,Dem,Barack,Obama,3828,GOP,Mitt,Romney,2185,"70,286"
MA,Northampton,15915,Dem,Barack,Obama,13110,GOP,Mitt,Romney,2179,"31,217"
MA,Rockland,8640,Dem,Barack,Obama,4526,GOP,Mitt,Romney,3989,"81,517"
MA,Rutland,4471,Dem,Barack,Obama,2071,GOP,Mitt,Romney,2329,"45,168"
MA,Somerset,9907,Dem,Barack,Obama,6091,GOP,Mitt,Romney,3674,"34,454"
MA,Southampton,3494,Dem,Barack,Obama,1861,GOP,Mitt,Romney,1584,"43,846"
MA,Sutton,5357,Dem,Barack,Obama,2181,GOP,Mitt,Romney,3087,"60,695"
MA,Upton,4196,Dem,Barack,Obama,1985,GOP,Mitt,Romney,2132,"49,846"
MA,Wales,927,Dem,Barack,Obama,479,GOP,Mitt,Romney,434,"44,721"
MA,Whitman,7423,Dem,Barack,Obama,3654,GOP,Mitt,Romney,3652,"32,276"
MA,Williamsburg,1622,Dem,Barack,Obama,1239,GOP,Mitt,Romney,324,"28,121"
MA,Worcester,58756,Dem,Barack,Obama,40568,GOP,Mitt,Romney,17155,"62,318"
MD,Maryland,2475956,Dem,Barack,Obama,1527686,GOP,Mitt,Romney,904970,"71,169"
MD,Allegany,27817,Dem,Barack,Obama,9001,GOP,Mitt,Romney,18158,"38,670"
MD,Anne Arundel,239189,Dem,Barack,Obama,115960,GOP,Mitt,Romney,118165,"87,083"
MD,Baltimore,354655,Dem,Barack,Obama,202733,GOP,Mitt,Romney,144686,"62,413"
MD,Calvert,42168,Dem,Barack,Obama,18963,GOP,Mitt,Romney,22413,"87,215"
MD,Caroline,12526,Dem,Barack,Obama,4621,GOP,Mitt,Romney,7674,"48,772"
MD,Cecil,40037,Dem,Barack,Obama,15489,GOP,Mitt,Romney,23660,"62,443"
MD,Charles,70167,Dem,Barack,Obama,45621,GOP,Mitt,Romney,23637,"55,684"
MD,Dorchester,14249,Dem,Barack,Obama,6570,GOP,Mitt,Romney,7514,"41,931"
MD,Frederick,109127,Dem,Barack,Obama,51187,GOP,Mitt,Romney,55495,"80,427"
MD,Garrett,12113,Dem,Barack,Obama,2792,GOP,Mitt,Romney,9102,"41,515"
MD,Harford,118417,Dem,Barack,Obama,46390,GOP,Mitt,Romney,69496,"76,220"
MD,Prince George's,352292,Dem,Barack,Obama,317342,GOP,Mitt,Romney,32236,"69,258"
MD,Queen Anne's,23153,Dem,Barack,Obama,7898,GOP,Mitt,Romney,14879,"79,012"
MD,St. Mary's,44076,Dem,Barack,Obama,17982,GOP,Mitt,Romney,25096,"85,478"
MD,Wicomico,38256,Dem,Barack,Obama,17481,GOP,Mitt,Romney,20136,"50,204"
ME,Maine,710738,Dem,Barack,Obama,397754,GOP,Mitt,Romney,290437,"46,856"
ME,Addison,585,Dem,Barack,Obama,273,GOP,Mitt,Romney,299,"55,120"
ME,Anson,1086,Dem,Barack,Obama,543,GOP,Mitt,Romney,512,"32,339"
ME,Arundel,2248,Dem,Barack,Obama,1229,GOP,Mitt,Romney,960,"87,083"
ME,Athens,430,Dem,Barack,Obama,211,GOP,Mitt,Romney,204,"33,950"
ME,Augusta,8780,Dem,Barack,Obama,5192,GOP,Mitt,Romney,3339,"49,773"
ME,Aurora,64,Dem,Barack,Obama,18,GOP,Mitt,Romney,42,"46,581"
ME,Brunswick,16028,Dem,Barack,Obama,7853,GOP,Mitt,Romney,3654,"48,624"
ME,Caswell,138,Dem,Barack,Obama,90,GOP,Mitt,Romney,45,"39,615"
ME,Charleston,655,Dem,Barack,Obama,186,GOP,Mitt,Romney,454,"48,200"
ME,Cooper,129,Dem,Barack,Obama,57,GOP,Mitt,Romney,67,"42,857"
ME,Edgecomb,757,Dem,Barack,Obama,418,GOP,Mitt,Romney,317,"32,002"
ME,Grand Isle,231,Dem,Barack,Obama,174,GOP,Mitt,Romney,52,"54,915"
ME,Greenville,1120,Dem,Barack,Obama,599,GOP,Mitt,Romney,505,"47,044"
ME,Hamlin,97,Dem,Barack,Obama,62,GOP,Mitt,Romney,33,"52,404"
ME,Hope,955,Dem,Barack,Obama,545,GOP,Mitt,Romney,381,"39,315"
ME,Lyman,2347,Dem,Barack,Obama,1270,GOP,Mitt,Romney,1006,"40,874"
