State Postal,County FIPS Code,County Name,TOTAL VOTES CAST,Party1,First name1,Last name1,Votes1,Party2,First name2,Last name2,Votes2,Median Household Income
IL,53,Ford,6000,Dem,Barack,Obama,1654,GOP,Mitt,Romney,4225,"48,652"
IL,59,Gallatin,2569,Dem,Barack,Obama,1028,GOP,Mitt,Romney,1492,"38,126"
IL,71,Henderson,3563,Dem,Barack,Obama,1977,GOP,Mitt,Romney,1538,"47,047"
IL,75,Iroquois,12770,Dem,Barack,Obama,3408,GOP,Mitt,Romney,9115,"47,201"
IL,83,Jersey,9940,Dem,Barack,Obama,3656,GOP,Mitt,Romney,6032,"52,049"
IL,89,Kane,183631,Dem,Barack,Obama,91120,GOP,Mitt,Romney,89502,"64,870"
IL,91,Kankakee,45452,Dem,Barack,Obama,21574,GOP,Mitt,Romney,23115,"50,985"
IL,93,Kendall,45042,Dem,Barack,Obama,21219,GOP,Mitt,Romney,23076,"84,816"
IL,95,Knox,22517,Dem,Barack,Obama,12993,GOP,Mitt,Romney,9133,"40,973"
IL,105,Livingston,15019,Dem,Barack,Obama,5014,GOP,Mitt,Romney,9745,"55,150"
IL,109,McDonough,12439,Dem,Barack,Obama,5957,GOP,Mitt,Romney,6142,"40,487"
IL,111,McHenry,133589,Dem,Barack,Obama,59691,GOP,Mitt,Romney,71488,"76,417"
IL,113,McLean,72756,Dem,Barack,Obama,31590,GOP,Mitt,Romney,39638,"62,129"
IL,117,Macoupin,20947,Dem,Barack,Obama,9440,GOP,Mitt,Romney,10909,"48,349"
IL,125,Mason,6272,Dem,Barack,Obama,2867,GOP,Mitt,Romney,3265,"45,314"
IL,127,Massac,6492,Dem,Barack,Obama,2092,GOP,Mitt,Romney,4278,"40,837"
IL,129,Menard,6142,Dem,Barack,Obama,2095,GOP,Mitt,Romney,3944,"62,001"
IL,131,Mercer,8525,Dem,Barack,Obama,4503,GOP,Mitt,Romney,3874,"52,503"
IL,139,Moultrie,6052,Dem,Barack,Obama,2142,GOP,Mitt,Romney,3781,"50,859"
IL,141,Ogle,23342,Dem,Barack,Obama,9504,GOP,Mitt,Romney,13409,"52,976"
IL,143,Peoria,78060,Dem,Barack,Obama,40050,GOP,Mitt,Romney,36617,"47,310"
IL,147,Piatt,8697,Dem,Barack,Obama,3081,GOP,Mitt,Romney,5412,"63,656"
IL,159,Richland,7274,Dem,Barack,Obama,2360,GOP,Mitt,Romney,4750,"41,667"
IL,161,Rock Island,64880,Dem,Barack,Obama,39081,GOP,Mitt,Romney,24888,"49,875"
IL,167,Sangamon,94032,Dem,Barack,Obama,41961,GOP,Mitt,Romney,50131,"55,386"
IL,169,Schuyler,3882,Dem,Barack,Obama,1726,GOP,Mitt,Romney,2062,"47,766"
IL,175,Stark,2661,Dem,Barack,Obama,1095,GOP,Mitt,Romney,1527,"48,225"
IL,177,Stephenson,17029,Dem,Barack,Obama,7954,GOP,Mitt,Romney,8742,"45,907"
IL,179,Tazewell,60903,Dem,Barack,Obama,24385,GOP,Mitt,Romney,35266,"60,403"
IL,183,Vermilion,26153,Dem,Barack,Obama,10773,GOP,Mitt,Romney,14888,"40,709"
IL,185,Wabash,5127,Dem,Barack,Obama,1588,GOP,Mitt,Romney,3473,"46,323"
IL,195,Whiteside,21492,Dem,Barack,Obama,12393,GOP,Mitt,Romney,8676,"45,818"
IL,197,Will,249708,Dem,Barack,Obama,127522,GOP,Mitt,Romney,118366,"72,395"
IL,199,Williamson,29079,Dem,Barack,Obama,10622,GOP,Mitt,Romney,17880,"41,033"
IL,203,Woodford,18848,Dem,Barack,Obama,5564,GOP,Mitt,Romney,12947,"69,806"
IN,0,Indiana,2602883,Dem,Barack,Obama,1140425,GOP,Mitt,Romney,1412620,"46,954"
IN,3,Allen,146405,Dem,Barack,Obama,59834,GOP,Mitt,Romney,84378,"48,795"
IN,5,Bartholomew,29313,Dem,Barack,Obama,10622,GOP,Mitt,Romney,18083,"53,475"
IN,9,Blackford,4740,Dem,Barack,Obama,1927,GOP,Mitt,Romney,2710,"38,927"
IN,27,Daviess,10246,Dem,Barack,Obama,2437,GOP,Mitt,Romney,7638,"44,689"
IN,29,Dearborn,22352,Dem,Barack,Obama,6527,GOP,Mitt,Romney,15391,"57,465"
IN,37,Dubois,18542,Dem,Barack,Obama,6522,GOP,Mitt,Romney,11654,"53,814"
IN,39,Elkhart,67768,Dem,Barack,Obama,24376,GOP,Mitt,Romney,42348,"45,806"
IN,45,Fountain,7103,Dem,Barack,Obama,2233,GOP,Mitt,Romney,4660,"47,905"
IN,51,Gibson,14718,Dem,Barack,Obama,4928,GOP,Mitt,Romney,9487,"49,320"
IN,63,Hendricks,66590,Dem,Barack,Obama,21100,GOP,Mitt,Romney,44308,"70,886"
IN,69,Huntington,15753,Dem,Barack,Obama,4596,GOP,Mitt,Romney,10862,"43,552"
IN,75,Jay,7897,Dem,Barack,Obama,3063,GOP,Mitt,Romney,4643,"42,410"
IN,79,Jennings,10237,Dem,Barack,Obama,3818,GOP,Mitt,Romney,6112,"46,023"
IN,85,Kosciusko,30039,Dem,Barack,Obama,6862,GOP,Mitt,Romney,22553,"50,153"
IN,87,LaGrange,9311,Dem,Barack,Obama,2897,GOP,Mitt,Romney,6227,"47,870"
IN,103,Miami,12758,Dem,Barack,Obama,4220,GOP,Mitt,Romney,8163,"43,608"
IN,113,Noble,16244,Dem,Barack,Obama,5229,GOP,Mitt,Romney,10680,"44,192"
IN,115,Ohio,2812,Dem,Barack,Obama,992,GOP,Mitt,Romney,1757,"49,301"
IN,119,Owen,8107,Dem,Barack,Obama,2823,GOP,Mitt,Romney,5062,"41,106"
IN,121,Parke,6504,Dem,Barack,Obama,2106,GOP,Mitt,Romney,4228,"41,311"
IN,127,Porter,72487,Dem,Barack,Obama,36950,GOP,Mitt,Romney,34197,"63,879"
IN,129,Posey,12216,Dem,Barack,Obama,4531,GOP,Mitt,Romney,7427,"61,587"
IN,137,Ripley,10982,Dem,Barack,Obama,3241,GOP,Mitt,Romney,7484,"48,227"
IN,139,Rush,7026,Dem,Barack,Obama,2221,GOP,Mitt,Romney,4633,"44,979"
IN,141,St. Joseph,110644,Dem,Barack,Obama,56458,GOP,Mitt,Romney,52575,"45,248"
IN,147,Spencer,9725,Dem,Barack,Obama,4026,GOP,Mitt,Romney,5515,"55,824"
IN,149,Starke,8752,Dem,Barack,Obama,3809,GOP,Mitt,Romney,4738,"41,700"
IN,151,Steuben,13677,Dem,Barack,Obama,4846,GOP,Mitt,Romney,8542,"46,412"
IN,153,Sullivan,8289,Dem,Barack,Obama,3191,GOP,Mitt,Romney,4902,"41,223"
IN,155,Switzerland,3397,Dem,Barack,Obama,1437,GOP,Mitt,Romney,1872,"42,497"
IN,157,Tippecanoe,56696,Dem,Barack,Obama,26642,GOP,Mitt,Romney,28708,"43,529"
IN,159,Tipton,7364,Dem,Barack,Obama,2432,GOP,Mitt,Romney,4773,"53,917"
IN,163,Vanderburgh,72416,Dem,Barack,Obama,31659,GOP,Mitt,Romney,39504,"41,784"
IN,165,Vermillion,6578,Dem,Barack,Obama,2979,GOP,Mitt,Romney,3426,"42,709"
IN,167,Vigo,39843,Dem,Barack,Obama,19707,GOP,Mitt,Romney,19368,"40,091"
IN,173,Warrick,24627,Dem,Barack,Obama,8791,GOP,Mitt,Romney,15350,"60,551"
IN,179,Wells,12922,Dem,Barack,Obama,3434,GOP,Mitt,Romney,9255,"49,264"
IN,183,Whitley,15005,Dem,Barack,Obama,4420,GOP,Mitt,Romney,10257,"52,081"
KS,0,Kansas,1131244,Dem,Barack,Obama,427918,GOP,Mitt,Romney,678719,"50,140"
KS,3,Anderson,3274,Dem,Barack,Obama,937,GOP,Mitt,Romney,2246,"42,424"
KS,5,Atchison,6499,Dem,Barack,Obama,2486,GOP,Mitt,Romney,3836,"43,253"
KS,7,Barber,2282,Dem,Barack,Obama,473,GOP,Mitt,Romney,1753,"47,811"
KS,9,Barton,12010,Dem,Barack,Obama,2693,GOP,Mitt,Romney,9132,"43,371"
KS,11,Bourbon,6118,Dem,Barack,Obama,1951,GOP,Mitt,Romney,4022,"37,057"
KS,17,Chase,1233,Dem,Barack,Obama,343,GOP,Mitt,Romney,857,"42,940"
KS,19,Chautauqua,1502,Dem,Barack,Obama,259,GOP,Mitt,Romney,1201,"35,714"
KS,29,Cloud,3957,Dem,Barack,Obama,951,GOP,Mitt,Romney,2886,"40,184"
KS,31,Coffey,3839,Dem,Barack,Obama,884,GOP,Mitt,Romney,2860,"50,826"
KS,33,Comanche,915,Dem,Barack,Obama,141,GOP,Mitt,Romney,756,"42,851"
KS,35,Cowley,12444,Dem,Barack,Obama,4219,GOP,Mitt,Romney,7932,"37,436"
KS,43,Doniphan,3369,Dem,Barack,Obama,885,GOP,Mitt,Romney,2397,"44,524"
KS,49,Elk,1356,Dem,Barack,Obama,277,GOP,Mitt,Romney,1040,"34,857"
KS,51,Ellis,12779,Dem,Barack,Obama,3464,GOP,Mitt,Romney,9057,"45,969"
KS,53,Ellsworth,2677,Dem,Barack,Obama,696,GOP,Mitt,Romney,1905,"48,874"
KS,55,Finney,7593,Dem,Barack,Obama,2307,GOP,Mitt,Romney,5108,"46,496"
KS,61,Geary,7526,Dem,Barack,Obama,3158,GOP,Mitt,Romney,4242,"46,008"
KS,63,Gove,1368,Dem,Barack,Obama,174,GOP,Mitt,Romney,1155,"47,114"
KS,69,Gray,1901,Dem,Barack,Obama,304,GOP,Mitt,Romney,1568,"55,780"
KS,71,Greeley,665,Dem,Barack,Obama,112,GOP,Mitt,Romney,539,"50,619"
KS,73,Greenwood,2706,Dem,Barack,Obama,653,GOP,Mitt,Romney,1986,"41,382"
KS,77,Harper,2335,Dem,Barack,Obama,536,GOP,Mitt,Romney,1723,"41,399"
KS,79,Harvey,13805,Dem,Barack,Obama,5162,GOP,Mitt,Romney,8352,"49,624"
KS,81,Haskell,1355,Dem,Barack,Obama,202,GOP,Mitt,Romney,1131,"53,430"
KS,83,Hodgeman,1050,Dem,Barack,Obama,178,GOP,Mitt,Romney,857,"51,276"
KS,89,Jewell,1477,Dem,Barack,Obama,225,GOP,Mitt,Romney,1220,"34,195"
KS,93,Kearny,1341,Dem,Barack,Obama,261,GOP,Mitt,Romney,1060,"50,626"
KS,95,Kingman,3199,Dem,Barack,Obama,731,GOP,Mitt,Romney,2371,"49,431"
KS,99,Labette,7907,Dem,Barack,Obama,3074,GOP,Mitt,Romney,4668,"36,715"
KS,101,Lane,917,Dem,Barack,Obama,170,GOP,Mitt,Romney,732,"51,366"
KS,103,Leavenworth,28532,Dem,Barack,Obama,11072,GOP,Mitt,Romney,16825,"59,662"
KS,113,McPherson,12060,Dem,Barack,Obama,3384,GOP,Mitt,Romney,8399,"53,969"
KS,119,Meade,1648,Dem,Barack,Obama,254,GOP,Mitt,Romney,1394,"50,863"
KS,129,Morton,1247,Dem,Barack,Obama,180,GOP,Mitt,Romney,1050,"52,950"
KS,131,Nemaha,4959,Dem,Barack,Obama,988,GOP,Mitt,Romney,3878,"50,077"
KS,133,Neosho,6359,Dem,Barack,Obama,2012,GOP,Mitt,Romney,4193,"40,541"
KS,135,Ness,1417,Dem,Barack,Obama,211,GOP,Mitt,Romney,1190,"49,541"
KS,137,Norton,2296,Dem,Barack,Obama,393,GOP,Mitt,Romney,1855,"42,202"
KS,139,Osage,6771,Dem,Barack,Obama,2228,GOP,Mitt,Romney,4336,"46,706"
KS,141,Osborne,1802,Dem,Barack,Obama,320,GOP,Mitt,Romney,1448,"39,468"
KS,143,Ottawa,2888,Dem,Barack,Obama,548,GOP,Mitt,Romney,2260,"48,266"
KS,145,Pawnee,2565,Dem,Barack,Obama,704,GOP,Mitt,Romney,1808,"43,901"
KS,149,Pottawatomie,9303,Dem,Barack,Obama,2291,GOP,Mitt,Romney,6692,"56,891"
KS,151,Pratt,3752,Dem,Barack,Obama,974,GOP,Mitt,Romney,2730,"47,220"
KS,153,Rawlins,1420,Dem,Barack,Obama,184,GOP,Mitt,Romney,1207,"44,563"
KS,155,Reno,23869,Dem,Barack,Obama,7888,GOP,Mitt,Romney,15398,"43,094"
KS,157,Republic,2640,Dem,Barack,Obama,470,GOP,Mitt,Romney,2098,"39,085"
KS,159,Rice,3622,Dem,Barack,Obama,899,GOP,Mitt,Romney,2631,"44,833"
KS,161,Riley,20266,Dem,Barack,Obama,8587,GOP,Mitt,Romney,11157,"43,574"
KS,163,Rooks,2625,Dem,Barack,Obama,398,GOP,Mitt,Romney,2159,"41,363"
KS,175,Seward,4955,Dem,Barack,Obama,1393,GOP,Mitt,Romney,3495,"47,801"
KS,177,Shawnee,74844,Dem,Barack,Obama,35959,GOP,Mitt,Romney,37226,"48,122"
KS,179,Sheridan,1320,Dem,Barack,Obama,165,GOP,Mitt,Romney,1136,"50,601"
KS,183,Smith,1983,Dem,Barack,Obama,345,GOP,Mitt,Romney,1598,"40,075"
KS,187,Stanton,713,Dem,Barack,Obama,135,GOP,Mitt,Romney,571,"53,087"
KS,189,Stevens,1998,Dem,Barack,Obama,241,GOP,Mitt,Romney,1724,"53,045"
KS,191,Sumner,8989,Dem,Barack,Obama,2617,GOP,Mitt,Romney,6162,"49,535"
KS,195,Trego,1544,Dem,Barack,Obama,289,GOP,Mitt,Romney,1230,"46,693"
KS,197,Wabaunsee,3229,Dem,Barack,Obama,908,GOP,Mitt,Romney,2230,"54,375"
KS,199,Wallace,781,Dem,Barack,Obama,68,GOP,Mitt,Romney,702,"49,091"
KS,203,Wichita,987,Dem,Barack,Obama,157,GOP,Mitt,Romney,821,"48,734"
KS,205,Wilson,3699,Dem,Barack,Obama,813,GOP,Mitt,Romney,2812,"36,879"
KS,207,Woodson,1435,Dem,Barack,Obama,377,GOP,Mitt,Romney,1030,"32,681"
KS,209,Wyandotte,49422,Dem,Barack,Obama,33265,GOP,Mitt,Romney,15273,"37,780"
KY,0,Kentucky,1796736,Dem,Barack,Obama,679340,GOP,Mitt,Romney,1087127,"41,717"
KY,7,Ballard,3895,Dem,Barack,Obama,1189,GOP,Mitt,Romney,2647,"41,947"
KY,9,Barren,16565,Dem,Barack,Obama,5400,GOP,Mitt,Romney,10922,"37,211"
KY,11,Bath,4122,Dem,Barack,Obama,1770,GOP,Mitt,Romney,2275,"31,964"
KY,13,Bell,9482,Dem,Barack,Obama,2224,GOP,Mitt,Romney,7127,"25,771"
KY,19,Boyd,19040,Dem,Barack,Obama,7776,GOP,Mitt,Romney,10883,"40,155"
KY,21,Boyle,12368,Dem,Barack,Obama,4471,GOP,Mitt,Romney,7703,"42,058"
KY,23,Bracken,3230,Dem,Barack,Obama,1147,GOP,Mitt,Romney,2029,"41,217"
KY,25,Breathitt,5008,Dem,Barack,Obama,1562,GOP,Mitt,Romney,3318,"25,831"
KY,27,Breckinridge,7967,Dem,Barack,Obama,2825,GOP,Mitt,Romney,5025,"40,530"
KY,29,Bullitt,31775,Dem,Barack,Obama,9971,GOP,Mitt,Romney,21306,"56,377"
KY,33,Caldwell,5860,Dem,Barack,Obama,1852,GOP,Mitt,Romney,3904,"36,613"
KY,35,Calloway,15064,Dem,Barack,Obama,5314,GOP,Mitt,Romney,9438,"37,478"
KY,37,Campbell,40173,Dem,Barack,Obama,15080,GOP,Mitt,Romney,24240,"54,627"
KY,39,Carlisle,2619,Dem,Barack,Obama,750,GOP,Mitt,Romney,1835,"41,990"
KY,43,Carter,8906,Dem,Barack,Obama,3383,GOP,Mitt,Romney,5279,"35,721"
KY,45,Casey,6091,Dem,Barack,Obama,1086,GOP,Mitt,Romney,4904,"28,734"
KY,61,Edmonson,4664,Dem,Barack,Obama,1374,GOP,Mitt,Romney,3232,"36,039"
KY,63,Elliott,2399,Dem,Barack,Obama,1186,GOP,Mitt,Romney,1126,"28,893"
KY,65,Estill,5184,Dem,Barack,Obama,1356,GOP,Mitt,Romney,3749,"29,895"
KY,69,Fleming,5782,Dem,Barack,Obama,1911,GOP,Mitt,Romney,3780,"34,231"
KY,79,Garrard,7077,Dem,Barack,Obama,1661,GOP,Mitt,Romney,5310,"42,620"
KY,83,Graves,15493,Dem,Barack,Obama,4547,GOP,Mitt,Romney,10699,"39,280"
KY,85,Grayson,9269,Dem,Barack,Obama,2744,GOP,Mitt,Romney,6404,"35,126"
KY,87,Green,4856,Dem,Barack,Obama,1165,GOP,Mitt,Romney,3634,"32,246"
KY,89,Greenup,15159,Dem,Barack,Obama,6027,GOP,Mitt,Romney,8855,"43,869"
KY,95,Harlan,10658,Dem,Barack,Obama,1830,GOP,Mitt,Romney,8653,"27,137"
KY,105,Hickman,2139,Dem,Barack,Obama,686,GOP,Mitt,Romney,1431,"39,376"
KY,107,Hopkins,19765,Dem,Barack,Obama,5789,GOP,Mitt,Romney,13681,"40,076"
KY,113,Jessamine,20620,Dem,Barack,Obama,6001,GOP,Mitt,Romney,14232,"47,872"
KY,117,Kenton,67679,Dem,Barack,Obama,24917,GOP,Mitt,Romney,41387,"53,500"
KY,119,Knott,5693,Dem,Barack,Obama,1420,GOP,Mitt,Romney,4130,"29,198"
KY,123,LaRue,5764,Dem,Barack,Obama,1733,GOP,Mitt,Romney,3911,"40,232"
KY,125,Laurel,22408,Dem,Barack,Obama,3905,GOP,Mitt,Romney,18151,"35,061"
KY,131,Leslie,4950,Dem,Barack,Obama,433,GOP,Mitt,Romney,4439,"27,517"
KY,133,Letcher,8758,Dem,Barack,Obama,1702,GOP,Mitt,Romney,6811,"32,527"
KY,145,McCracken,30540,Dem,Barack,Obama,10062,GOP,Mitt,Romney,19979,"42,853"
KY,147,McCreary,5704,Dem,Barack,Obama,1069,GOP,Mitt,Romney,4564,"23,810"
KY,153,Magoffin,4905,Dem,Barack,Obama,1433,GOP,Mitt,Romney,3391,"28,069"
KY,165,Menifee,2598,Dem,Barack,Obama,1048,GOP,Mitt,Romney,1484,"28,459"
KY,169,Metcalfe,4184,Dem,Barack,Obama,1425,GOP,Mitt,Romney,2676,"29,499"
KY,177,Muhlenberg,12737,Dem,Barack,Obama,4771,GOP,Mitt,Romney,7762,"38,388"
KY,179,Nelson,18532,Dem,Barack,Obama,7611,GOP,Mitt,Romney,10673,"46,235"
KY,181,Nicholas,2580,Dem,Barack,Obama,948,GOP,Mitt,Romney,1583,"36,514"
KY,185,Oldham,29873,Dem,Barack,Obama,9240,GOP,Mitt,Romney,20179,"77,851"
KY,189,Owsley,1580,Dem,Barack,Obama,283,GOP,Mitt,Romney,1279,"22,148"
KY,191,Pendleton,5534,Dem,Barack,Obama,1859,GOP,Mitt,Romney,3556,"46,663"
KY,197,Powell,4441,Dem,Barack,Obama,1620,GOP,Mitt,Romney,2726,"31,826"
KY,201,Robertson,935,Dem,Barack,Obama,340,GOP,Mitt,Romney,579,"36,770"
KY,203,Rockcastle,6216,Dem,Barack,Obama,1097,GOP,Mitt,Romney,5028,"30,310"
KY,205,Rowan,7641,Dem,Barack,Obama,3438,GOP,Mitt,Romney,4035,"35,483"
KY,213,Simpson,7089,Dem,Barack,Obama,2650,GOP,Mitt,Romney,4355,"41,961"
KY,219,Todd,4718,Dem,Barack,Obama,1403,GOP,Mitt,Romney,3247,"37,631"
KY,221,Trigg,6740,Dem,Barack,Obama,2115,GOP,Mitt,Romney,4520,"42,419"
KY,223,Trimble,3540,Dem,Barack,Obama,1355,GOP,Mitt,Romney,2133,"43,903"
KY,237,Wolfe,2559,Dem,Barack,Obama,976,GOP,Mitt,Romney,1542,"25,321"
LA,0,Louisiana,1993555,Dem,Barack,Obama,808496,GOP,Mitt,Romney,1152460,"42,998"
LA,15,Caddo,111516,Dem,Barack,Obama,57879,GOP,Mitt,Romney,52378,"34,246"
LA,23,Cameron,3744,Dem,Barack,Obama,408,GOP,Mitt,Romney,3260,"39,346"
LA,21,Claiborne,6732,Dem,Barack,Obama,3014,GOP,Mitt,Romney,3649,"26,152"
LA,73,Orleans,157233,Dem,Barack,Obama,126199,GOP,Mitt,Romney,27967,"45,329"
LA,387,Red River,4807,Dem,Barack,Obama,2253,GOP,Mitt,Romney,2483,"33,153"
LA,403,Sabine,10050,Dem,Barack,Obama,2194,GOP,Mitt,Romney,7735,"35,805"
LA,183,St. Charles,25330,Dem,Barack,Obama,8894,GOP,Mitt,Romney,15936,"70,456"
MA,0,Massachusetts,3129731,Dem,Barack,Obama,1901276,GOP,Mitt,Romney,1178245,"65,378"
MA,9,Amherst,14883,Dem,Barack,Obama,12316,GOP,Mitt,Romney,1872,"43,791"
MA,13,Arlington,25799,Dem,Barack,Obama,18580,GOP,Mitt,Romney,6659,"99,255"
MA,5,Ashland,8512,Dem,Barack,Obama,4954,GOP,Mitt,Romney,3407,"44,748"
MA,1,Barnstable,25437,Dem,Barack,Obama,12842,GOP,Mitt,Romney,12290,"58,616"
MA,9,Bedford,7628,Dem,Barack,Obama,4436,GOP,Mitt,Romney,3046,"42,055"
MA,13,Belmont,14077,Dem,Barack,Obama,9108,GOP,Mitt,Romney,4728,"42,176"
MA,43,Brewster,6517,Dem,Barack,Obama,3669,GOP,Mitt,Romney,2748,"39,235"
MA,19,Carver,6046,Dem,Barack,Obama,2870,GOP,Mitt,Romney,3107,"85,064"
MA,25,Chesterfield,716,Dem,Barack,Obama,455,GOP,Mitt,Romney,228,"31,936"
MA,47,Fall River,29467,Dem,Barack,Obama,21724,GOP,Mitt,Romney,7323,"38,397"
MA,43,Georgetown,4915,Dem,Barack,Obama,2272,GOP,Mitt,Romney,2577,"40,962"
MA,15,Gloucester,15427,Dem,Barack,Obama,9680,GOP,Mitt,Romney,5511,"72,248"
MA,9,Grafton,9450,Dem,Barack,Obama,4853,GOP,Mitt,Romney,4427,"52,532"
MA,77,Granville,890,Dem,Barack,Obama,374,GOP,Mitt,Romney,502,"46,303"
MA,83,Halifax,3108,Dem,Barack,Obama,997,GOP,Mitt,Romney,2065,"31,253"
MA,13,Hampden,2905,Dem,Barack,Obama,1286,GOP,Mitt,Romney,1569,"48,386"
MA,85,Hanover,8323,Dem,Barack,Obama,3342,GOP,Mitt,Romney,4910,"74,660"
MA,61,Hanson,5568,Dem,Barack,Obama,2512,GOP,Mitt,Romney,2999,"60,052"
MA,17,Hudson,10012,Dem,Barack,Obama,5642,GOP,Mitt,Romney,4183,"56,087"
MA,109,Lancaster,3710,Dem,Barack,Obama,1724,GOP,Mitt,Romney,1914,"50,478"
MA,63,Lexington,18257,Dem,Barack,Obama,12675,GOP,Mitt,Romney,5287,"52,249"
MA,111,Lunenburg,5895,Dem,Barack,Obama,2748,GOP,Mitt,Romney,3038,"33,618"
MA,305,Lynn,31800,Dem,Barack,Obama,22965,GOP,Mitt,Romney,8463,"34,852"
MA,337,Montague,4212,Dem,Barack,Obama,3213,GOP,Mitt,Romney,873,"45,996"
MA,19,Nantucket,6097,Dem,Barack,Obama,3828,GOP,Mitt,Romney,2185,"70,286"
MA,131,Northampton,15915,Dem,Barack,Obama,13110,GOP,Mitt,Romney,2179,"31,217"
MA,87,Rockland,8640,Dem,Barack,Obama,4526,GOP,Mitt,Romney,3989,"81,517"
MA,21,Rutland,4471,Dem,Barack,Obama,2071,GOP,Mitt,Romney,2329,"45,168"
MA,39,Somerset,9907,Dem,Barack,Obama,6091,GOP,Mitt,Romney,3674,"34,454"
MA,175,Southampton,3494,Dem,Barack,Obama,1861,GOP,Mitt,Romney,1584,"43,846"
MA,435,Sutton,5357,Dem,Barack,Obama,2181,GOP,Mitt,Romney,3087,"60,695"
MA,461,Upton,4196,Dem,Barack,Obama,1985,GOP,Mitt,Romney,2132,"49,846"
MA,75,Whitman,7423,Dem,Barack,Obama,3654,GOP,Mitt,Romney,3652,"32,276"
MA,89,Williamsburg,1622,Dem,Barack,Obama,1239,GOP,Mitt,Romney,324,"28,121"
MA,27,Worcester,58756,Dem,Barack,Obama,40568,GOP,Mitt,Romney,17155,"62,318"
MD,0,Maryland,2475956,Dem,Barack,Obama,1527686,GOP,Mitt,Romney,904970,"71,169"
MD,1,Allegany,27817,Dem,Barack,Obama,9001,GOP,Mitt,Romney,18158,"38,670"
MD,3,Anne Arundel,239189,Dem,Barack,Obama,115960,GOP,Mitt,Romney,118165,"87,083"
MD,5,Baltimore,354655,Dem,Barack,Obama,202733,GOP,Mitt,Romney,144686,"62,413"
MD,510,Baltimore City,229897,Dem,Barack,Obama,201042,GOP,Mitt,Romney,25501,"39,077"
MD,9,Calvert,42168,Dem,Barack,Obama,18963,GOP,Mitt,Romney,22413,"87,215"
MD,11,Caroline,12526,Dem,Barack,Obama,4621,GOP,Mitt,Romney,7674,"48,772"
MD,15,Cecil,40037,Dem,Barack,Obama,15489,GOP,Mitt,Romney,23660,"62,443"
MD,17,Charles,70167,Dem,Barack,Obama,45621,GOP,Mitt,Romney,23637,"89,203"
MD,19,Dorchester,14249,Dem,Barack,Obama,6570,GOP,Mitt,Romney,7514,"41,931"
MD,21,Frederick,109127,Dem,Barack,Obama,51187,GOP,Mitt,Romney,55495,"80,427"
MD,23,Garrett,12113,Dem,Barack,Obama,2792,GOP,Mitt,Romney,9102,"41,515"
MD,25,Harford,118417,Dem,Barack,Obama,46390,GOP,Mitt,Romney,69496,"76,220"
MD,33,Prince George's,352292,Dem,Barack,Obama,317342,GOP,Mitt,Romney,32236,"69,258"
MD,35,Queen Anne's,23153,Dem,Barack,Obama,7898,GOP,Mitt,Romney,14879,"79,012"
MD,37,St. Mary's,44076,Dem,Barack,Obama,17982,GOP,Mitt,Romney,25096,"85,478"
MD,45,Wicomico,38256,Dem,Barack,Obama,17481,GOP,Mitt,Romney,20136,"50,204"
ME,0,Maine,710738,Dem,Barack,Obama,397754,GOP,Mitt,Romney,290437,"46,856"
ME,1,Addison,585,Dem,Barack,Obama,273,GOP,Mitt,Romney,299,"55,120"
ME,7,Anson,1086,Dem,Barack,Obama,543,GOP,Mitt,Romney,512,"32,339"
ME,9,Athens,430,Dem,Barack,Obama,211,GOP,Mitt,Romney,204,"33,950"
ME,15,Augusta,8780,Dem,Barack,Obama,5192,GOP,Mitt,Romney,3339,"49,773"
ME,3,Aurora,64,Dem,Barack,Obama,18,GOP,Mitt,Romney,42,"46,581"
ME,19,Brunswick,16028,Dem,Barack,Obama,7853,GOP,Mitt,Romney,3654,"48,624"
ME,33,Caswell,138,Dem,Barack,Obama,90,GOP,Mitt,Romney,45,"39,615"
ME,19,Charleston,655,Dem,Barack,Obama,186,GOP,Mitt,Romney,454,"48,200"
ME,53,Cooper,129,Dem,Barack,Obama,57,GOP,Mitt,Romney,67,"42,857"
ME,13,Grand Isle,231,Dem,Barack,Obama,174,GOP,Mitt,Romney,52,"54,915"
ME,45,Greenville,1120,Dem,Barack,Obama,599,GOP,Mitt,Romney,505,"47,044"
ME,57,Hamlin,97,Dem,Barack,Obama,62,GOP,Mitt,Romney,33,"52,404"
ME,85,Lyman,2347,Dem,Barack,Obama,1270,GOP,Mitt,Romney,1006,"40,874"
ME,25,Monmouth,2306,Dem,Barack,Obama,1162,GOP,Mitt,Romney,1069,"81,190"
ME,123,Morrill,500,Dem,Barack,Obama,217,GOP,Mitt,Romney,271,"43,513"
ME,5,Newport,1613,Dem,Barack,Obama,684,GOP,Mitt,Romney,890,"63,434"
ME,125,Oakland,3207,Dem,Barack,Obama,1686,GOP,Mitt,Romney,1435,"63,511"
ME,19,Penobscot,769,Dem,Barack,Obama,356,GOP,Mitt,Romney,389,"41,820"
ME,141,Presque Isle,4230,Dem,Barack,Obama,2231,GOP,Mitt,Romney,1885,"38,019"
ME,123,St. Francis,250,Dem,Barack,Obama,172,GOP,Mitt,Romney,76,"32,932"
ME,171,Surry,956,Dem,Barack,Obama,538,GOP,Mitt,Romney,395,"36,934"
ME,27,Waldo,423,Dem,Barack,Obama,225,GOP,Mitt,Romney,184,"39,917"
